order_item_refund_id,created_at,order_item_id,order_id,refund_amount_usd,year,month,day,hour,day_name
360,2013-07-25 12:44:57,5855,5855,49.99,2013,7,25,12,Thursday
361,2013-07-26 07:06:30,5799,5799,49.99,2013,7,26,7,Friday
362,2013-07-27 06:08:09,6031,6031,49.99,2013,7,27,6,Saturday
363,2013-07-27 23:29:03,5914,5914,49.99,2013,7,27,23,Saturday
364,2013-07-28 22:35:52,5865,5865,49.99,2013,7,28,22,Sunday
365,2013-07-29 14:16:47,5938,5938,49.99,2013,7,29,14,Monday
366,2013-07-29 22:14:12,5946,5946,49.99,2013,7,29,22,Monday
367,2013-07-31 17:11:21,6074,6074,49.99,2013,7,31,17,Wednesday
368,2013-08-01 13:54:53,6047,6047,49.99,2013,8,1,13,Thursday
369,2013-08-02 14:28:00,6158,6158,49.99,2013,8,2,14,Friday
370,2013-08-05 03:29:38,6054,6054,49.99,2013,8,5,3,Monday
371,2013-08-05 06:30:01,5933,5933,49.99,2013,8,5,6,Monday
372,2013-08-06 15:56:00,5993,5993,59.99,2013,8,6,15,Tuesday
373,2013-08-06 23:05:29,6052,6052,49.99,2013,8,6,23,Tuesday
374,2013-08-07 03:10:48,6139,6139,49.99,2013,8,7,3,Wednesday
375,2013-08-07 17:43:55,6195,6195,49.99,2013,8,7,17,Wednesday
376,2013-08-07 18:48:18,6075,6075,49.99,2013,8,7,18,Wednesday
377,2013-08-08 01:45:45,6059,6059,49.99,2013,8,8,1,Thursday
378,2013-08-08 05:48:27,6008,6008,49.99,2013,8,8,5,Thursday
379,2013-08-09 02:05:49,6269,6269,49.99,2013,8,9,2,Friday
380,2013-08-09 18:01:49,6110,6110,49.99,2013,8,9,18,Friday
381,2013-08-11 08:49:18,6226,6226,49.99,2013,8,11,8,Sunday
382,2013-08-11 21:31:12,6247,6247,49.99,2013,8,11,21,Sunday
383,2013-08-12 11:23:39,6251,6251,49.99,2013,8,12,11,Monday
384,2013-08-13 19:22:24,6324,6324,49.99,2013,8,13,19,Tuesday
385,2013-08-13 19:29:10,6103,6103,49.99,2013,8,13,19,Tuesday
386,2013-08-14 20:55:50,6173,6173,49.99,2013,8,14,20,Wednesday
387,2013-08-16 18:07:02,6215,6215,49.99,2013,8,16,18,Friday
388,2013-08-17 11:59:12,6244,6244,49.99,2013,8,17,11,Saturday
389,2013-08-18 14:43:24,6395,6395,59.99,2013,8,18,14,Sunday
390,2013-08-19 00:45:32,6387,6387,49.99,2013,8,19,0,Monday
391,2013-08-19 06:11:14,6259,6259,49.99,2013,8,19,6,Monday
392,2013-08-19 10:30:02,6273,6273,49.99,2013,8,19,10,Monday
393,2013-08-19 20:05:36,6421,6421,49.99,2013,8,19,20,Monday
394,2013-08-20 01:34:58,6302,6302,49.99,2013,8,20,1,Tuesday
395,2013-08-23 11:30:59,6355,6355,49.99,2013,8,23,11,Friday
396,2013-08-23 20:08:02,6432,6432,49.99,2013,8,23,20,Friday
397,2013-08-25 14:35:51,6528,6528,49.99,2013,8,25,14,Sunday
398,2013-08-25 18:27:06,6465,6465,49.99,2013,8,25,18,Sunday
399,2013-08-26 18:26:33,6461,6461,49.99,2013,8,26,18,Monday
400,2013-08-27 07:05:51,6634,6634,49.99,2013,8,27,7,Tuesday
401,2013-08-29 04:21:52,6451,6451,49.99,2013,8,29,4,Thursday
402,2013-08-29 12:26:24,6526,6526,49.99,2013,8,29,12,Thursday
403,2013-09-01 04:47:41,6504,6504,49.99,2013,9,1,4,Sunday
404,2013-09-02 21:26:40,6589,6589,49.99,2013,9,2,21,Monday
405,2013-09-03 11:29:38,6627,6627,49.99,2013,9,3,11,Tuesday
406,2013-09-07 08:56:46,6758,6758,49.99,2013,9,7,8,Saturday
407,2013-09-08 06:13:39,6721,6721,49.99,2013,9,8,6,Sunday
408,2013-09-10 12:36:17,6805,6805,49.99,2013,9,10,12,Tuesday
409,2013-09-11 03:49:15,6743,6743,49.99,2013,9,11,3,Wednesday
410,2013-09-11 23:05:44,6882,6882,49.99,2013,9,11,23,Wednesday
411,2013-09-12 02:42:44,6899,6899,49.99,2013,9,12,2,Thursday
412,2013-09-13 18:33:40,6943,6943,49.99,2013,9,13,18,Friday
413,2013-09-14 01:52:27,6750,6750,49.99,2013,9,14,1,Saturday
414,2013-09-16 20:39:05,6940,6940,49.99,2013,9,16,20,Monday
415,2013-09-16 22:24:02,6825,6825,49.99,2013,9,16,22,Monday
416,2013-09-17 16:28:33,6865,6865,49.99,2013,9,17,16,Tuesday
417,2013-09-17 20:47:53,7009,7009,49.99,2013,9,17,20,Tuesday
418,2013-09-18 13:29:48,6991,6991,49.99,2013,9,18,13,Wednesday
419,2013-09-19 18:39:21,7035,7035,49.99,2013,9,19,18,Thursday
420,2013-09-20 14:30:00,6947,6947,49.99,2013,9,20,14,Friday
421,2013-09-21 22:18:54,6952,6952,49.99,2013,9,21,22,Saturday
422,2013-09-22 23:10:26,6981,6981,49.99,2013,9,22,23,Sunday
423,2013-09-23 03:03:26,6999,6999,49.99,2013,9,23,3,Monday
424,2013-09-25 05:22:44,7154,7154,49.99,2013,9,25,5,Wednesday
425,2013-09-26 20:43:33,7250,7250,49.99,2013,9,26,20,Thursday
426,2013-09-30 01:36:47,7077,7077,49.99,2013,9,30,1,Monday
427,2013-10-02 03:32:38,7230,7230,49.99,2013,10,2,3,Wednesday
428,2013-10-02 19:43:28,7354,7351,59.99,2013,10,2,19,Wednesday
429,2013-10-04 22:30:49,7164,7164,49.99,2013,10,4,22,Friday
430,2013-10-04 23:06:47,7192,7192,49.99,2013,10,4,23,Friday
431,2013-10-06 04:31:09,7480,7473,49.99,2013,10,6,4,Sunday
432,2013-10-06 22:07:18,7512,7503,49.99,2013,10,6,22,Sunday
433,2013-10-07 04:37:59,7259,7259,49.99,2013,10,7,4,Monday
434,2013-10-08 21:41:55,7323,7320,49.99,2013,10,8,21,Tuesday
435,2013-10-09 13:13:03,7308,7306,49.99,2013,10,9,13,Wednesday
436,2013-10-11 05:30:26,7533,7522,49.99,2013,10,11,5,Friday
437,2013-10-14 23:30:49,7582,7567,59.99,2013,10,14,23,Monday
438,2013-10-15 00:17:55,7502,7493,49.99,2013,10,15,0,Tuesday
439,2013-10-19 11:41:39,7741,7718,49.99,2013,10,19,11,Saturday
440,2013-10-21 16:51:00,7736,7713,49.99,2013,10,21,16,Monday
441,2013-10-22 18:03:52,7636,7616,49.99,2013,10,22,18,Tuesday
442,2013-10-23 14:51:12,7889,7863,49.99,2013,10,23,14,Wednesday
443,2013-10-24 09:28:08,7598,7582,49.99,2013,10,24,9,Thursday
444,2013-10-26 06:25:27,7667,7647,49.99,2013,10,26,6,Saturday
445,2013-10-28 10:54:43,8014,7984,49.99,2013,10,28,10,Monday
446,2013-11-01 16:52:37,7847,7821,49.99,2013,11,1,16,Friday
447,2013-11-01 17:19:22,7877,7851,59.99,2013,11,1,17,Friday
448,2013-11-02 10:20:43,7945,7916,49.99,2013,11,2,10,Saturday
449,2013-11-03 19:47:48,8101,8069,49.99,2013,11,3,19,Sunday
450,2013-11-05 16:01:03,8164,8128,49.99,2013,11,5,16,Tuesday
451,2013-11-06 18:24:04,8041,8011,49.99,2013,11,6,18,Wednesday
452,2013-11-07 05:48:28,7939,7910,49.99,2013,11,7,5,Thursday
453,2013-11-07 06:57:27,8049,8019,49.99,2013,11,7,6,Thursday
454,2013-11-13 22:31:23,8270,8232,49.99,2013,11,13,22,Wednesday
455,2013-11-15 02:25:42,8287,8248,49.99,2013,11,15,2,Friday
456,2013-11-22 09:14:27,8530,8481,49.99,2013,11,22,9,Friday
457,2013-11-22 13:33:32,8521,8472,49.99,2013,11,22,13,Friday
458,2013-11-24 09:50:09,8578,8527,49.99,2013,11,24,9,Sunday
459,2013-11-25 15:12:45,8359,8319,59.99,2013,11,25,15,Monday
460,2013-11-25 19:05:47,8657,8604,49.99,2013,11,25,19,Monday
461,2013-11-27 07:35:46,8637,8586,49.99,2013,11,27,7,Wednesday
462,2013-11-27 18:59:37,8602,8551,49.99,2013,11,27,18,Wednesday
463,2013-11-28 01:44:23,8703,8647,59.99,2013,11,28,1,Thursday
464,2013-12-01 08:03:06,8783,8722,49.99,2013,12,1,8,Sunday
465,2013-12-01 17:57:55,8732,8674,49.99,2013,12,1,17,Sunday
466,2013-12-02 04:41:59,8729,8671,49.99,2013,12,2,4,Monday
467,2013-12-03 05:30:10,9052,8979,49.99,2013,12,3,5,Tuesday
468,2013-12-03 14:51:20,8737,8678,49.99,2013,12,3,14,Tuesday
469,2013-12-04 14:42:53,8911,8843,49.99,2013,12,4,14,Wednesday
470,2013-12-05 09:22:26,8675,8622,59.99,2013,12,5,9,Thursday
471,2013-12-06 19:16:18,9086,9010,49.99,2013,12,6,19,Friday
472,2013-12-07 04:38:55,8856,8789,49.99,2013,12,7,4,Saturday
473,2013-12-07 11:04:48,8836,8770,49.99,2013,12,7,11,Saturday
474,2013-12-08 07:14:09,8935,8867,49.99,2013,12,8,7,Sunday
475,2013-12-08 07:28:06,8967,8896,59.99,2013,12,8,7,Sunday
476,2013-12-09 20:11:48,8957,8887,49.99,2013,12,9,20,Monday
477,2013-12-10 01:44:03,8929,8861,49.99,2013,12,10,1,Tuesday
478,2013-12-10 11:08:49,8978,8906,49.99,2013,12,10,11,Tuesday
479,2013-12-10 15:51:57,8997,8925,49.99,2013,12,10,15,Tuesday
480,2013-12-10 20:42:50,9069,8996,49.99,2013,12,10,20,Tuesday
481,2013-12-11 03:20:46,9181,9103,59.99,2013,12,11,3,Wednesday
482,2013-12-11 13:27:19,8992,8920,49.99,2013,12,11,13,Wednesday
483,2013-12-12 13:14:50,9378,9297,49.99,2013,12,12,13,Thursday
484,2013-12-13 10:50:18,8915,8847,49.99,2013,12,13,10,Friday
485,2013-12-13 19:03:23,9386,9304,59.99,2013,12,13,19,Friday
486,2013-12-14 03:53:02,9344,9264,49.99,2013,12,14,3,Saturday
487,2013-12-14 15:33:14,8849,8782,49.99,2013,12,14,15,Saturday
488,2013-12-16 11:50:31,9407,9324,59.99,2013,12,16,11,Monday
489,2013-12-16 14:51:50,9359,9278,49.99,2013,12,16,14,Monday
490,2013-12-17 22:11:26,9550,9456,45.99,2013,12,17,22,Tuesday
491,2013-12-18 20:11:56,9324,9244,49.99,2013,12,18,20,Wednesday
492,2013-12-19 21:50:31,9406,9324,49.99,2013,12,19,21,Thursday
493,2013-12-20 08:33:45,9443,9356,49.99,2013,12,20,8,Friday
494,2013-12-22 03:33:17,9753,9637,45.99,2013,12,22,3,Sunday
495,2013-12-22 20:59:19,9705,9593,49.99,2013,12,22,20,Sunday
496,2013-12-23 07:35:50,9831,9708,49.99,2013,12,23,7,Monday
497,2013-12-23 08:06:54,9632,9530,49.99,2013,12,23,8,Monday
498,2013-12-23 14:07:39,9717,9604,49.99,2013,12,23,14,Monday
499,2013-12-24 22:26:39,9413,9330,49.99,2013,12,24,22,Tuesday
500,2013-12-26 21:12:21,9662,9557,49.99,2013,12,26,21,Thursday
501,2013-12-27 07:23:16,9668,9562,49.99,2013,12,27,7,Friday
502,2013-12-27 09:07:36,9844,9720,45.99,2013,12,27,9,Friday
503,2013-12-27 20:01:18,9508,9417,45.99,2013,12,27,20,Friday
504,2013-12-28 22:25:38,9752,9636,49.99,2013,12,28,22,Saturday
505,2013-12-29 04:25:32,9658,9553,45.99,2013,12,29,4,Sunday
506,2013-12-30 11:01:17,9886,9759,45.99,2013,12,30,11,Monday
507,2013-12-31 14:12:03,9821,9700,49.99,2013,12,31,14,Tuesday
508,2013-12-31 22:38:14,9611,9512,49.99,2013,12,31,22,Tuesday
509,2014-01-03 00:42:51,9971,9838,59.99,2014,1,3,0,Friday
510,2014-01-03 22:46:25,10104,9949,45.99,2014,1,3,22,Friday
511,2014-01-05 00:43:13,10075,9925,45.99,2014,1,5,0,Sunday
512,2014-01-06 07:13:14,10047,9903,45.99,2014,1,6,7,Monday
513,2014-01-06 10:30:53,10274,10098,49.99,2014,1,6,10,Monday
514,2014-01-07 05:19:10,9891,9763,45.99,2014,1,7,5,Tuesday
515,2014-01-07 12:18:01,10068,9919,49.99,2014,1,7,12,Tuesday
516,2014-01-08 17:28:31,10285,10109,49.99,2014,1,8,17,Wednesday
517,2014-01-09 14:13:21,10207,10041,45.99,2014,1,9,14,Thursday
518,2014-01-12 19:15:45,10321,10143,59.99,2014,1,12,19,Sunday
519,2014-01-14 18:19:27,10509,10309,45.99,2014,1,14,18,Tuesday
520,2014-01-14 19:40:53,10430,10241,59.99,2014,1,14,19,Tuesday
521,2014-01-15 20:06:48,10330,10151,45.99,2014,1,15,20,Wednesday
522,2014-01-16 01:14:22,10604,10395,45.99,2014,1,16,1,Thursday
523,2014-01-17 01:59:14,10540,10335,45.99,2014,1,17,1,Friday
524,2014-01-17 06:59:35,10301,10124,49.99,2014,1,17,6,Friday
525,2014-01-17 17:53:48,10334,10155,49.99,2014,1,17,17,Friday
526,2014-01-19 08:22:15,10699,10478,45.99,2014,1,19,8,Sunday
527,2014-01-20 06:39:07,10577,10371,49.99,2014,1,20,6,Monday
528,2014-01-20 18:13:53,10373,10191,49.99,2014,1,20,18,Monday
529,2014-01-21 02:43:13,10503,10304,49.99,2014,1,21,2,Tuesday
530,2014-01-21 17:37:42,10707,10486,49.99,2014,1,21,17,Tuesday
531,2014-01-22 20:04:47,10771,10540,49.99,2014,1,22,20,Wednesday
532,2014-01-22 20:47:11,10385,10202,45.99,2014,1,22,20,Wednesday
533,2014-01-23 06:10:13,10671,10454,49.99,2014,1,23,6,Thursday
534,2014-01-23 06:59:12,10669,10453,49.99,2014,1,23,6,Thursday
535,2014-01-25 12:11:43,10820,10582,45.99,2014,1,25,12,Saturday
536,2014-01-25 19:50:22,10513,10312,49.99,2014,1,25,19,Saturday
537,2014-01-27 21:08:12,10690,10470,59.99,2014,1,27,21,Monday
538,2014-01-28 09:57:24,10977,10719,49.99,2014,1,28,9,Tuesday
539,2014-01-28 13:22:23,10673,10456,49.99,2014,1,28,13,Tuesday
540,2014-01-28 22:50:24,10854,10610,45.99,2014,1,28,22,Tuesday
541,2014-01-29 13:24:39,10653,10439,49.99,2014,1,29,13,Wednesday
542,2014-01-30 04:06:18,10624,10413,49.99,2014,1,30,4,Thursday
543,2014-01-30 10:46:03,10618,10408,59.99,2014,1,30,10,Thursday
544,2014-01-31 10:37:12,10859,10615,49.99,2014,1,31,10,Friday
545,2014-02-01 03:08:27,10792,10558,49.99,2014,2,1,3,Saturday
546,2014-02-01 03:22:00,10721,10497,49.99,2014,2,1,3,Saturday
547,2014-02-02 00:25:06,10949,10693,49.99,2014,2,2,0,Sunday
548,2014-02-02 05:38:23,10786,10553,49.99,2014,2,2,5,Sunday
549,2014-02-02 12:30:50,10746,10519,49.99,2014,2,2,12,Sunday
550,2014-02-02 21:05:09,10934,10678,45.99,2014,2,2,21,Sunday
551,2014-02-03 12:01:59,10851,10607,49.99,2014,2,3,12,Monday
552,2014-02-04 13:36:33,10994,10736,49.99,2014,2,4,13,Tuesday
553,2014-02-05 06:19:05,10965,10707,49.99,2014,2,5,6,Wednesday
554,2014-02-05 10:56:12,11162,10885,49.99,2014,2,5,10,Wednesday
555,2014-02-05 16:23:28,11368,11062,49.99,2014,2,5,16,Wednesday
556,2014-02-06 04:08:28,11313,11018,49.99,2014,2,6,4,Thursday
557,2014-02-06 12:15:01,11030,10769,49.99,2014,2,6,12,Thursday
558,2014-02-07 02:50:09,11110,10839,45.99,2014,2,7,2,Friday
559,2014-02-08 22:50:49,11418,11106,49.99,2014,2,8,22,Saturday
560,2014-02-09 01:42:05,11153,10877,49.99,2014,2,9,1,Sunday
561,2014-02-09 06:23:27,11155,10878,49.99,2014,2,9,6,Sunday
562,2014-02-09 08:01:23,11554,11208,45.99,2014,2,9,8,Sunday
563,2014-02-10 05:50:25,11525,11188,49.99,2014,2,10,5,Monday
564,2014-02-10 07:35:46,11455,11139,49.99,2014,2,10,7,Monday
565,2014-02-10 20:08:43,11199,10917,45.99,2014,2,10,20,Monday
566,2014-02-11 17:13:35,11272,10983,49.99,2014,2,11,17,Tuesday
567,2014-02-12 01:32:14,11144,10869,45.99,2014,2,12,1,Wednesday
568,2014-02-12 03:28:45,11393,11084,45.99,2014,2,12,3,Wednesday
569,2014-02-14 08:29:42,11184,10904,49.99,2014,2,14,8,Friday
570,2014-02-14 09:10:25,11482,11157,45.99,2014,2,14,9,Friday
571,2014-02-14 09:38:13,11439,11124,49.99,2014,2,14,9,Friday
572,2014-02-14 17:13:20,11758,11367,59.99,2014,2,14,17,Friday
573,2014-02-14 17:59:23,11788,11390,45.99,2014,2,14,17,Friday
574,2014-02-15 14:12:54,11550,11206,45.99,2014,2,15,14,Saturday
575,2014-02-15 21:54:10,11600,11244,49.99,2014,2,15,21,Saturday
576,2014-02-17 22:42:45,11493,11165,29.99,2014,2,17,22,Monday
577,2014-02-18 20:53:19,11557,11211,49.99,2014,2,18,20,Tuesday
578,2014-02-20 14:42:45,11944,11511,45.99,2014,2,20,14,Thursday
579,2014-02-22 09:50:13,12144,11658,49.99,2014,2,22,9,Saturday
580,2014-02-22 18:45:29,12068,11603,49.99,2014,2,22,18,Saturday
581,2014-02-23 12:02:12,11629,11265,59.99,2014,2,23,12,Sunday
582,2014-02-23 16:11:02,12174,11680,49.99,2014,2,23,16,Sunday
583,2014-02-24 00:08:03,12330,11787,45.99,2014,2,24,0,Monday
584,2014-02-24 08:18:13,11825,11419,59.99,2014,2,24,8,Monday
585,2014-02-24 13:55:31,11955,11522,59.99,2014,2,24,13,Monday
586,2014-02-25 19:36:40,11778,11382,59.99,2014,2,25,19,Tuesday
587,2014-02-26 13:26:09,12044,11588,49.99,2014,2,26,13,Wednesday
588,2014-02-26 15:13:39,12097,11626,49.99,2014,2,26,15,Wednesday
589,2014-02-26 17:19:09,12320,11780,45.99,2014,2,26,17,Wednesday
590,2014-02-27 09:25:50,12444,11877,49.99,2014,2,27,9,Thursday
591,2014-02-27 14:34:45,12175,11681,45.99,2014,2,27,14,Thursday
592,2014-02-28 02:31:09,12373,11822,49.99,2014,2,28,2,Friday
593,2014-02-28 21:22:50,12438,11873,45.99,2014,2,28,21,Friday
594,2014-03-01 10:59:50,11974,11535,59.99,2014,3,1,10,Saturday
595,2014-03-01 13:21:04,12122,11643,45.99,2014,3,1,13,Saturday
596,2014-03-01 20:14:03,12430,11866,29.99,2014,3,1,20,Saturday
597,2014-03-02 02:18:21,12035,11582,49.99,2014,3,2,2,Sunday
598,2014-03-02 20:08:24,12359,11811,45.99,2014,3,2,20,Sunday
599,2014-03-02 20:33:35,12406,11848,49.99,2014,3,2,20,Sunday
600,2014-03-03 23:49:12,12135,11652,49.99,2014,3,3,23,Monday
601,2014-03-04 19:59:19,12287,11760,45.99,2014,3,4,19,Tuesday
602,2014-03-05 11:49:54,12608,11999,49.99,2014,3,5,11,Wednesday
603,2014-03-08 00:37:01,12744,12101,49.99,2014,3,8,0,Saturday
604,2014-03-08 01:13:49,12737,12095,49.99,2014,3,8,1,Saturday
605,2014-03-09 05:12:32,12761,12115,45.99,2014,3,9,5,Sunday
606,2014-03-09 06:52:47,12403,11845,49.99,2014,3,9,6,Sunday
607,2014-03-09 19:25:17,12544,11951,49.99,2014,3,9,19,Sunday
608,2014-03-11 04:40:05,12531,11941,49.99,2014,3,11,4,Tuesday
609,2014-03-13 03:24:53,12591,11987,49.99,2014,3,13,3,Thursday
610,2014-03-13 03:26:11,12738,12096,49.99,2014,3,13,3,Thursday
611,2014-03-14 14:28:06,12560,11964,45.99,2014,3,14,14,Friday
612,2014-03-15 04:16:38,13175,12436,49.99,2014,3,15,4,Saturday
613,2014-03-15 09:09:23,12869,12198,49.99,2014,3,15,9,Saturday
614,2014-03-16 10:27:47,12724,12085,49.99,2014,3,16,10,Sunday
615,2014-03-16 15:24:21,12844,12179,59.99,2014,3,16,15,Sunday
616,2014-03-17 18:34:45,13224,12470,49.99,2014,3,17,18,Monday
617,2014-03-18 01:20:59,13251,12491,45.99,2014,3,18,1,Tuesday
618,2014-03-18 12:58:10,12902,12225,45.99,2014,3,18,12,Tuesday
619,2014-03-19 19:06:22,13003,12295,49.99,2014,3,19,19,Wednesday
620,2014-03-20 04:50:10,12970,12273,45.99,2014,3,20,4,Thursday
621,2014-03-20 10:40:28,13150,12414,49.99,2014,3,20,10,Thursday
622,2014-03-21 02:37:19,13405,12601,49.99,2014,3,21,2,Friday
623,2014-03-22 21:17:45,13530,12694,45.99,2014,3,22,21,Saturday
624,2014-03-23 13:10:19,12960,12267,45.99,2014,3,23,13,Sunday
625,2014-03-23 22:27:33,13165,12428,49.99,2014,3,23,22,Sunday
626,2014-03-24 15:46:08,13651,12783,49.99,2014,3,24,15,Monday
627,2014-03-24 20:15:46,13259,12497,45.99,2014,3,24,20,Monday
628,2014-03-25 06:33:06,13108,12377,49.99,2014,3,25,6,Tuesday
629,2014-03-25 18:40:12,13230,12474,29.99,2014,3,25,18,Tuesday
630,2014-03-26 02:11:53,13669,12798,49.99,2014,3,26,2,Wednesday
631,2014-03-26 09:52:51,13542,12704,49.99,2014,3,26,9,Wednesday
632,2014-03-26 14:46:45,13508,12677,45.99,2014,3,26,14,Wednesday
633,2014-03-27 12:38:52,13343,12553,59.99,2014,3,27,12,Thursday
634,2014-03-28 11:16:37,13606,12749,45.99,2014,3,28,11,Friday
635,2014-03-28 12:21:44,13438,12626,45.99,2014,3,28,12,Friday
636,2014-03-28 13:07:30,13400,12596,49.99,2014,3,28,13,Friday
637,2014-03-29 14:27:31,13817,12905,49.99,2014,3,29,14,Saturday
638,2014-03-30 22:35:06,13452,12637,49.99,2014,3,30,22,Sunday
639,2014-04-01 11:14:44,13903,12967,45.99,2014,4,1,11,Tuesday
640,2014-04-02 03:44:28,13904,12968,45.99,2014,4,2,3,Wednesday
641,2014-04-02 10:48:52,13458,12640,49.99,2014,4,2,10,Wednesday
642,2014-04-02 21:25:42,13769,12868,45.99,2014,4,2,21,Wednesday
643,2014-04-04 04:14:15,13855,12932,45.99,2014,4,4,4,Friday
644,2014-04-04 04:48:41,13766,12866,49.99,2014,4,4,4,Friday
645,2014-04-04 13:08:31,13956,13006,45.99,2014,4,4,13,Friday
646,2014-04-04 18:11:16,13983,13028,45.99,2014,4,4,18,Friday
647,2014-04-05 04:16:24,13962,13011,49.99,2014,4,5,4,Saturday
648,2014-04-05 18:00:31,13939,12994,49.99,2014,4,5,18,Saturday
649,2014-04-06 17:59:51,13798,12891,45.99,2014,4,6,17,Sunday
650,2014-04-07 13:50:43,14161,13162,49.99,2014,4,7,13,Monday
651,2014-04-08 05:13:40,13934,12989,49.99,2014,4,8,5,Tuesday
652,2014-04-09 21:50:41,14244,13227,49.99,2014,4,9,21,Wednesday
653,2014-04-10 04:04:55,14320,13285,49.99,2014,4,10,4,Thursday
654,2014-04-10 07:27:22,14331,13293,49.99,2014,4,10,7,Thursday
655,2014-04-11 07:40:00,13883,12951,59.99,2014,4,11,7,Friday
656,2014-04-11 08:27:56,14397,13339,45.99,2014,4,11,8,Friday
657,2014-04-11 10:24:05,14216,13206,49.99,2014,4,11,10,Friday
658,2014-04-12 05:30:50,13964,13012,49.99,2014,4,12,5,Saturday
659,2014-04-13 04:59:13,14429,13361,49.99,2014,4,13,4,Sunday
660,2014-04-13 06:48:15,14175,13172,49.99,2014,4,13,6,Sunday
661,2014-04-13 19:40:02,14377,13324,49.99,2014,4,13,19,Sunday
662,2014-04-16 00:44:01,14160,13161,49.99,2014,4,16,0,Wednesday
663,2014-04-17 15:06:51,14610,13503,49.99,2014,4,17,15,Thursday
664,2014-04-18 04:58:58,14798,13640,49.99,2014,4,18,4,Friday
665,2014-04-18 14:31:52,14407,13345,49.99,2014,4,18,14,Friday
666,2014-04-19 02:35:27,14803,13644,49.99,2014,4,19,2,Saturday
667,2014-04-19 08:20:46,14466,13389,49.99,2014,4,19,8,Saturday
668,2014-04-19 12:23:39,14432,13363,49.99,2014,4,19,12,Saturday
669,2014-04-20 12:19:32,14721,13586,45.99,2014,4,20,12,Sunday
670,2014-04-20 13:12:34,14444,13372,49.99,2014,4,20,13,Sunday
671,2014-04-20 15:16:26,14985,13785,49.99,2014,4,20,15,Sunday
672,2014-04-21 02:44:39,14591,13489,45.99,2014,4,21,2,Monday
673,2014-04-21 12:36:33,14427,13360,49.99,2014,4,21,12,Monday
674,2014-04-21 19:09:14,14920,13737,45.99,2014,4,21,19,Monday
675,2014-04-22 07:02:24,14975,13778,49.99,2014,4,22,7,Tuesday
676,2014-04-22 07:08:08,15005,13798,49.99,2014,4,22,7,Tuesday
677,2014-04-22 15:39:29,14785,13630,45.99,2014,4,22,15,Tuesday
678,2014-04-23 03:12:27,14832,13667,45.99,2014,4,23,3,Wednesday
679,2014-04-24 02:49:46,14766,13618,45.99,2014,4,24,2,Thursday
680,2014-04-24 04:28:50,15133,13889,59.99,2014,4,24,4,Thursday
681,2014-04-24 20:20:45,14554,13458,49.99,2014,4,24,20,Thursday
682,2014-04-25 07:19:08,15207,13946,45.99,2014,4,25,7,Friday
683,2014-04-25 13:14:11,14628,13516,45.99,2014,4,25,13,Friday
684,2014-04-25 18:29:30,14838,13672,49.99,2014,4,25,18,Friday
685,2014-04-26 12:10:39,15115,13875,49.99,2014,4,26,12,Saturday
686,2014-04-27 05:43:00,14855,13687,49.99,2014,4,27,5,Sunday
687,2014-04-27 09:17:42,15256,13986,45.99,2014,4,27,9,Sunday
688,2014-04-27 14:23:27,14851,13683,49.99,2014,4,27,14,Sunday
689,2014-04-28 22:56:09,14742,13602,49.99,2014,4,28,22,Monday
690,2014-04-29 00:42:44,15353,14054,49.99,2014,4,29,0,Tuesday
691,2014-04-29 09:55:36,14996,13792,59.99,2014,4,29,9,Tuesday
692,2014-04-29 10:32:30,15391,14081,45.99,2014,4,29,10,Tuesday
693,2014-04-30 19:04:35,14771,13622,49.99,2014,4,30,19,Wednesday
694,2014-05-01 00:31:26,15140,13894,45.99,2014,5,1,0,Thursday
695,2014-05-01 18:03:35,15188,13930,49.99,2014,5,1,18,Thursday
696,2014-05-02 16:55:29,14946,13756,45.99,2014,5,2,16,Friday
697,2014-05-03 03:09:53,15108,13871,49.99,2014,5,3,3,Saturday
698,2014-05-04 07:02:07,15811,14392,49.99,2014,5,4,7,Sunday
699,2014-05-04 07:32:54,15518,14172,29.99,2014,5,4,7,Sunday
700,2014-05-04 15:54:25,15255,13985,59.99,2014,5,4,15,Sunday
701,2014-05-05 03:44:02,15848,14419,45.99,2014,5,5,3,Monday
702,2014-05-05 13:42:18,15266,13994,29.99,2014,5,5,13,Monday
703,2014-05-06 20:02:19,15399,14086,49.99,2014,5,6,20,Tuesday
704,2014-05-07 03:07:19,15377,14070,45.99,2014,5,7,3,Wednesday
705,2014-05-07 06:43:27,15926,14476,45.99,2014,5,7,6,Wednesday
706,2014-05-08 15:13:51,15482,14146,29.99,2014,5,8,15,Thursday
707,2014-05-08 16:54:17,15571,14213,45.99,2014,5,8,16,Thursday
708,2014-05-09 01:36:12,15703,14314,45.99,2014,5,9,1,Friday
709,2014-05-09 05:29:56,15508,14165,45.99,2014,5,9,5,Friday
710,2014-05-09 09:10:13,15709,14317,59.99,2014,5,9,9,Friday
711,2014-05-09 17:22:34,15833,14408,45.99,2014,5,9,17,Friday
712,2014-05-10 03:34:03,15630,14260,45.99,2014,5,10,3,Saturday
713,2014-05-10 05:46:15,16082,14585,29.99,2014,5,10,5,Saturday
714,2014-05-11 09:55:29,15462,14131,29.99,2014,5,11,9,Sunday
715,2014-05-12 18:25:00,15924,14475,49.99,2014,5,12,18,Monday
716,2014-05-13 08:24:31,15593,14230,49.99,2014,5,13,8,Tuesday
717,2014-05-13 09:57:18,16030,14547,45.99,2014,5,13,9,Tuesday
